Device-ID/User-ID,Timestamp,Movement Activity,Fall Detected (Yes/No),Impact Force Level,Post-Fall Inactivity Duration (Seconds),Location,Alert Triggered (Yes/No),Caregiver Notified (Yes/No),
D1378,1/17/2025 1:16,Sitting,No,-,0,Bedroom,No,No,
D1379,1/26/2025 15:04,Sitting,No,-,0,Bedroom,No,No,
D1380,1/6/2025 11:48,Lying,No,-,0,Bathroom,No,No,
D1381,1/30/2025 22:21,No Movement,No,-,0,Bedroom,No,No,
D1382,1/26/2025 18:58,Sitting,No,-,0,Bedroom,No,No,
D1383,1/1/2025 20:01,Lying,No,-,0,Living Room,No,No,
D1384,1/16/2025 0:09,Sitting,No,-,0,Living Room,No,No,
D1385,1/25/2025 5:57,No Movement,Yes,High,72,Bathroom,Yes,Yes,
D1386,1/26/2025 8:38,Sitting,No,-,0,Bathroom,No,No,
D1387,1/30/2025 10:46,No Movement,No,-,0,Kitchen,No,No,
D1388,1/10/2025 5:49,Walking,No,-,0,Living Room,No,No,
D1389,1/21/2025 9:35,Walking,No,-,0,Kitchen,No,No,
D1390,1/25/2025 10:04,No Movement,No,-,0,Bathroom,No,No,
D1391,1/28/2025 15:25,Sitting,No,-,0,Kitchen,No,No,
D1392,1/1/2025 9:03,No Movement,No,-,0,Bedroom,No,No,
D1393,1/13/2025 5:07,Lying,No,-,0,Bedroom,No,No,
D1394,1/21/2025 14:44,Sitting,No,-,0,Living Room,No,No,
D1395,1/26/2025 20:14,Sitting,No,-,0,Kitchen,No,No,
D1396,1/8/2025 0:50,Walking,No,-,0,Kitchen,No,No,
D1397,1/13/2025 8:49,No Movement,No,-,0,Bathroom,No,No,
D1398,1/20/2025 0:22,Sitting,No,-,0,Bathroom,No,No,
D1399,1/10/2025 14:45,Walking,No,-,0,Living Room,No,No,
D1400,1/12/2025 2:39,Lying,No,-,0,Bedroom,No,No,
D1401,1/4/2025 8:30,Lying,No,-,0,Bedroom,No,No,
D1402,1/17/2025 23:03,Lying,No,-,0,Living Room,No,No,
D1403,1/2/2025 6:09,Walking,No,-,0,Bathroom,No,No,
D1404,1/15/2025 11:37,No Movement,No,-,0,Kitchen,No,No,
D1405,1/3/2025 9:49,Lying,No,-,0,Kitchen,No,No,
D1406,1/14/2025 13:42,Sitting,No,-,0,Living Room,No,No,
D1407,1/14/2025 3:25,Lying,No,-,0,Bathroom,No,No,
D1408,1/2/2025 16:41,Sitting,No,-,0,Kitchen,No,No,
D1409,1/12/2025 13:36,No Movement,No,-,0,Bedroom,No,No,
D1410,1/7/2025 13:56,Walking,No,-,0,Kitchen,No,No,
D1411,1/5/2025 6:17,Sitting,No,-,0,Bedroom,No,No,
D1412,1/1/2025 9:01,Walking,No,-,0,Bedroom,No,No,
D1413,1/21/2025 2:32,No Movement,No,-,0,Bedroom,No,No,
D1414,1/27/2025 23:56,Lying,No,-,0,Bedroom,No,No,
D1415,1/8/2025 20:01,Sitting,No,-,0,Bedroom,No,No,
D1416,1/18/2025 8:07,Sitting,No,-,0,Living Room,No,No,
D1417,1/10/2025 10:45,No Movement,No,-,0,Bedroom,No,No,
D1418,1/15/2025 7:16,No Movement,No,-,0,Bedroom,No,No,
D1419,1/21/2025 8:18,Walking,No,-,0,Living Room,No,No,
D1420,1/23/2025 7:49,No Movement,No,-,0,Bathroom,No,No,
D1421,1/18/2025 12:02,Lying,No,-,0,Kitchen,No,No,
D1422,1/4/2025 23:46,Walking,No,-,0,Living Room,No,No,
D1423,1/14/2025 5:34,Sitting,No,-,0,Living Room,No,No,
D1424,1/19/2025 3:36,Walking,No,-,0,Bathroom,No,No,
D1425,1/4/2025 8:47,Sitting,No,-,0,Living Room,No,No,
D1426,1/24/2025 0:17,Sitting,No,-,0,Kitchen,No,No,
D1427,1/14/2025 17:41,Lying,No,-,0,Bathroom,No,No,
D1428,1/9/2025 17:21,No Movement,No,-,0,Living Room,No,No,
D1429,1/8/2025 10:54,Sitting,No,-,0,Bathroom,No,No,
D1430,1/30/2025 4:48,No Movement,No,-,0,Bathroom,No,No,
D1431,1/10/2025 0:13,No Movement,No,-,0,Kitchen,No,No,
D1432,1/1/2025 4:26,No Movement,No,-,0,Bedroom,No,No,
D1433,1/2/2025 16:06,Sitting,No,-,0,Living Room,No,No,
D1434,1/28/2025 2:30,Sitting,No,-,0,Kitchen,No,No,
D1435,1/5/2025 16:38,No Movement,No,-,0,Bedroom,No,No,
D1436,1/12/2025 10:07,Sitting,No,-,0,Bedroom,No,No,
D1437,1/11/2025 2:46,Walking,No,-,0,Living Room,No,No,
D1438,1/9/2025 15:31,Sitting,No,-,0,Bathroom,No,No,
D1439,1/27/2025 17:01,No Movement,No,-,0,Bathroom,No,No,
D1440,1/9/2025 2:54,Sitting,No,-,0,Bathroom,No,No,
D1441,1/15/2025 5:19,No Movement,No,-,0,Living Room,No,No,
D1442,1/28/2025 17:22,Sitting,No,-,0,Living Room,No,No,
D1443,1/28/2025 22:26,No Movement,No,-,0,Bathroom,No,No,
D1444,1/16/2025 18:29,Lying,No,-,0,Bedroom,No,No,
D1445,1/2/2025 19:16,No Movement,No,-,0,Living Room,No,No,
D1446,1/30/2025 4:04,Sitting,No,-,0,Kitchen,No,No,
D1447,1/7/2025 3:29,No Movement,No,-,0,Bathroom,No,No,
D1448,1/5/2025 8:58,Lying,No,-,0,Bedroom,No,No,
D1449,1/4/2025 8:37,No Movement,No,-,0,Kitchen,No,No,
D1450,1/10/2025 0:26,Sitting,No,-,0,Bedroom,No,No,
D1451,1/16/2025 21:50,Sitting,No,-,0,Bathroom,No,No,
D1452,1/7/2025 8:22,Walking,No,-,0,Bedroom,No,No,
D1453,1/11/2025 8:27,Walking,No,-,0,Bathroom,No,No,
D1454,1/17/2025 12:55,Sitting,No,-,0,Bathroom,No,No,
D1455,1/14/2025 7:59,Lying,No,-,0,Bedroom,No,No,
D1456,1/20/2025 4:00,Lying,No,-,0,Living Room,No,No,
D1457,1/5/2025 21:38,Walking,No,-,0,Bedroom,No,No,
D1458,1/6/2025 12:23,No Movement,No,-,0,Bedroom,No,No,
D1459,1/14/2025 8:36,Walking,No,-,0,Kitchen,No,No,
D1460,1/21/2025 1:40,No Movement,No,-,0,Living Room,No,No,
D1461,1/6/2025 12:30,Walking,No,-,0,Bedroom,No,No,
D1462,1/8/2025 1:51,Lying,No,-,0,Bathroom,No,No,
D1463,1/20/2025 20:38,Sitting,No,-,0,Living Room,No,No,
D1464,1/4/2025 5:50,No Movement,No,-,0,Kitchen,No,No,
D1465,1/9/2025 12:17,Lying,No,-,0,Bedroom,No,No,
D1466,1/4/2025 19:34,Walking,No,-,0,Kitchen,No,No,
D1467,1/2/2025 13:06,Sitting,No,-,0,Bathroom,No,No,
D1468,1/16/2025 1:53,Lying,No,-,0,Living Room,No,No,
D1469,1/1/2025 20:10,Sitting,No,-,0,Living Room,No,No,
D1470,1/18/2025 14:11,Walking,No,-,0,Living Room,No,No,
D1471,1/3/2025 23:17,Lying,No,-,0,Bedroom,No,No,
D1472,1/11/2025 12:44,Lying,No,-,0,Bedroom,No,No,
D1473,1/26/2025 3:08,Lying,No,-,0,Living Room,No,No,
D1474,1/2/2025 9:43,No Movement,No,-,0,Kitchen,No,No,
D1475,1/7/2025 0:37,Sitting,No,-,0,Bedroom,No,No,
D1476,1/19/2025 5:19,Sitting,No,-,0,Kitchen,No,No,
D1477,1/9/2025 10:26,Walking,No,-,0,Kitchen,No,No,
D1478,1/20/2025 23:10,Lying,No,-,0,Kitchen,No,No,
D1479,1/3/2025 16:58,Walking,No,-,0,Living Room,No,No,
D1480,1/9/2025 21:11,Walking,No,-,0,Kitchen,No,No,
D1481,1/7/2025 21:25,No Movement,No,-,0,Bathroom,No,No,
D1482,1/26/2025 19:34,Walking,No,-,0,Living Room,No,No,
D1483,1/30/2025 15:46,Lying,No,-,0,Bedroom,No,No,
D1484,1/30/2025 21:20,Sitting,No,-,0,Kitchen,No,No,
D1485,1/5/2025 2:26,Lying,No,-,0,Kitchen,No,No,
D1486,1/26/2025 15:42,Walking,No,-,0,Bathroom,No,No,
D1487,1/12/2025 10:27,Lying,No,-,0,Bathroom,No,No,
D1488,1/26/2025 21:57,Sitting,No,-,0,Bathroom,No,No,
D1489,1/27/2025 1:03,No Movement,No,-,0,Bedroom,No,No,
D1490,1/9/2025 3:24,Sitting,No,-,0,Bathroom,No,No,
D1491,1/3/2025 10:44,No Movement,No,-,0,Kitchen,No,No,
D1492,1/27/2025 10:31,Sitting,No,-,0,Bathroom,No,No,
D1493,1/29/2025 4:35,Walking,No,-,0,Bedroom,No,No,
D1494,1/13/2025 9:41,No Movement,No,-,0,Kitchen,No,No,
D1495,1/21/2025 21:13,No Movement,No,-,0,Living Room,No,No,
D1496,1/22/2025 13:25,Sitting,No,-,0,Living Room,No,No,
D1497,1/17/2025 3:46,Lying,No,-,0,Bedroom,No,No,
D1498,1/2/2025 7:28,Sitting,No,-,0,Kitchen,No,No,
D1499,1/16/2025 13:44,Lying,No,-,0,Kitchen,No,No,
D1500,1/2/2025 8:39,Lying,No,-,0,Living Room,No,No,
D1501,1/23/2025 13:54,Walking,No,-,0,Living Room,No,No,
D1502,1/30/2025 3:48,No Movement,No,-,0,Kitchen,No,No,
D1503,1/2/2025 2:28,Sitting,No,-,0,Living Room,No,No,
D1504,1/20/2025 17:24,Sitting,No,-,0,Bedroom,No,No,
D1505,1/26/2025 0:16,Lying,No,-,0,Living Room,No,No,
D1506,1/11/2025 4:06,Sitting,No,-,0,Kitchen,No,No,
D1507,1/7/2025 6:45,No Movement,No,-,0,Bathroom,No,No,
D1508,1/22/2025 5:28,Lying,No,-,0,Living Room,No,No,
D1509,1/30/2025 9:06,No Movement,No,-,0,Living Room,No,No,
D1510,1/18/2025 18:57,Sitting,No,-,0,Bathroom,No,No,
D1511,1/18/2025 21:47,No Movement,Yes,Medium,317,Living Room,Yes,Yes,
D1512,1/27/2025 13:41,Sitting,No,-,0,Bedroom,No,No,
D1513,1/30/2025 1:26,Lying,No,-,0,Living Room,No,No,
D1514,1/25/2025 22:50,Sitting,No,-,0,Bathroom,No,No,
D1515,1/20/2025 11:18,Sitting,No,-,0,Bathroom,No,No,
D1516,1/13/2025 18:22,No Movement,Yes,Low,146,Bedroom,No,No,
D1517,1/15/2025 13:29,No Movement,No,-,0,Bedroom,No,No,
D1518,1/24/2025 7:24,Walking,No,-,0,Bathroom,No,No,
D1519,1/18/2025 22:30,Sitting,No,-,0,Bedroom,No,No,
D1520,1/7/2025 0:34,Sitting,No,-,0,Bedroom,No,No,
D1521,1/29/2025 7:23,Lying,No,-,0,Bedroom,No,No,
D1522,1/26/2025 9:08,No Movement,Yes,Low,517,Bathroom,No,No,
D1523,1/12/2025 13:30,Lying,No,-,0,Kitchen,No,No,
D1524,1/22/2025 5:32,Sitting,No,-,0,Bedroom,No,No,
D1525,1/1/2025 8:51,No Movement,Yes,Medium,398,Bedroom,Yes,Yes,
D1526,1/3/2025 8:13,No Movement,No,-,0,Kitchen,No,No,
D1527,1/25/2025 23:15,No Movement,No,-,0,Bathroom,No,No,
D1528,1/20/2025 10:02,Walking,No,-,0,Living Room,No,No,
D1529,1/2/2025 15:58,No Movement,No,-,0,Bathroom,No,No,
D1530,1/21/2025 0:33,Sitting,No,-,0,Bedroom,No,No,
D1531,1/1/2025 22:02,Walking,No,-,0,Bedroom,No,No,
D1532,1/9/2025 16:56,Walking,No,-,0,Bathroom,No,No,
D1533,1/10/2025 7:16,Walking,No,-,0,Living Room,No,No,
D1534,1/25/2025 1:21,Sitting,No,-,0,Bathroom,No,No,
D1535,1/28/2025 6:37,Walking,No,-,0,Kitchen,No,No,
D1536,1/19/2025 4:05,Sitting,No,-,0,Bathroom,No,No,
D1537,1/12/2025 1:59,Sitting,No,-,0,Living Room,No,No,
D1538,1/29/2025 23:48,Lying,No,-,0,Bedroom,No,No,
D1539,1/25/2025 13:26,Lying,No,-,0,Bedroom,No,No,
D1540,1/20/2025 16:08,Lying,No,-,0,Living Room,No,No,
D1541,1/19/2025 12:03,Lying,No,-,0,Bathroom,No,No,
D1542,1/12/2025 0:52,Sitting,No,-,0,Bathroom,No,No,
D1543,1/1/2025 21:47,Lying,No,-,0,Living Room,No,No,
D1544,1/6/2025 6:58,No Movement,No,-,0,Bathroom,No,No,
D1545,1/25/2025 7:00,Lying,No,-,0,Kitchen,No,No,
D1546,1/1/2025 14:03,Lying,No,-,0,Kitchen,No,No,
D1547,1/19/2025 11:40,No Movement,No,-,0,Living Room,No,No,
D1548,1/2/2025 8:51,Walking,No,-,0,Bathroom,No,No,
D1549,1/15/2025 5:10,Lying,No,-,0,Bathroom,No,No,
D1550,1/10/2025 4:00,Lying,No,-,0,Kitchen,No,No,
D1551,1/18/2025 12:14,No Movement,No,-,0,Bedroom,No,No,
D1552,1/27/2025 19:35,Sitting,No,-,0,Bedroom,No,No,
D1553,1/23/2025 3:04,Sitting,No,-,0,Bathroom,No,No,
D1554,1/19/2025 11:08,Sitting,No,-,0,Bedroom,No,No,
D1555,1/29/2025 10:23,Sitting,No,-,0,Bathroom,No,No,
D1556,1/6/2025 9:46,Walking,No,-,0,Bathroom,No,No,
D1557,1/15/2025 5:12,Sitting,No,-,0,Kitchen,No,No,
D1558,1/29/2025 9:46,Lying,No,-,0,Kitchen,No,No,
D1559,1/10/2025 12:39,Sitting,No,-,0,Kitchen,No,No,
D1560,1/26/2025 22:49,Walking,No,-,0,Bedroom,No,No,
D1561,1/8/2025 14:05,No Movement,No,-,0,Bedroom,No,No,
D1562,1/29/2025 22:36,Sitting,No,-,0,Living Room,No,No,
D1563,1/1/2025 22:01,Sitting,No,-,0,Bedroom,No,No,
D1564,1/22/2025 2:34,Walking,No,-,0,Bathroom,No,No,
D1565,1/14/2025 16:44,Walking,No,-,0,Living Room,No,No,
D1566,1/27/2025 16:22,No Movement,No,-,0,Bathroom,No,No,
D1567,1/16/2025 15:09,No Movement,No,-,0,Bedroom,No,No,
D1568,1/24/2025 10:52,Lying,No,-,0,Bathroom,No,No,
D1569,1/26/2025 14:45,Sitting,No,-,0,Bathroom,No,No,
D1570,1/2/2025 16:24,Walking,No,-,0,Bedroom,No,No,
D1571,1/24/2025 10:54,Sitting,No,-,0,Bedroom,No,No,
D1572,1/13/2025 16:39,No Movement,No,-,0,Kitchen,No,No,
D1573,1/9/2025 2:08,Lying,No,-,0,Kitchen,No,No,
D1574,1/22/2025 20:10,No Movement,No,-,0,Kitchen,No,No,
D1575,1/22/2025 11:40,Walking,No,-,0,Kitchen,No,No,
D1576,1/11/2025 0:48,Lying,No,-,0,Bathroom,No,No,
D1577,1/20/2025 2:52,Sitting,No,-,0,Bathroom,No,No,
D1578,1/4/2025 13:47,Walking,No,-,0,Kitchen,No,No,
D1579,1/2/2025 12:25,Lying,No,-,0,Living Room,No,No,
D1580,1/22/2025 17:41,Sitting,No,-,0,Bathroom,No,No,
D1581,1/25/2025 9:57,Walking,No,-,0,Kitchen,No,No,
D1582,1/11/2025 20:00,Lying,No,-,0,Living Room,No,No,
D1583,1/2/2025 20:27,Walking,No,-,0,Bathroom,No,No,
D1584,1/16/2025 17:33,Walking,No,-,0,Living Room,No,No,
D1585,1/30/2025 12:28,Walking,No,-,0,Bathroom,No,No,
D1586,1/27/2025 23:40,Lying,No,-,0,Living Room,No,No,
D1587,1/12/2025 17:28,No Movement,No,-,0,Bathroom,No,No,
D1588,1/29/2025 21:18,No Movement,No,-,0,Bedroom,No,No,
D1589,1/1/2025 14:16,Lying,No,-,0,Living Room,No,No,
D1590,1/3/2025 15:04,Walking,No,-,0,Living Room,No,No,
D1591,1/16/2025 16:31,Walking,No,-,0,Bedroom,No,No,
D1592,1/7/2025 17:49,No Movement,No,-,0,Kitchen,No,No,
D1593,1/20/2025 17:36,No Movement,No,-,0,Kitchen,No,No,
D1594,1/22/2025 14:24,Lying,No,-,0,Bedroom,No,No,
D1595,1/1/2025 3:50,Sitting,No,-,0,Bathroom,No,No,
D1596,1/8/2025 16:52,No Movement,No,-,0,Bedroom,No,No,
D1597,1/24/2025 8:16,Sitting,No,-,0,Bathroom,No,No,
D1598,1/20/2025 12:24,Lying,No,-,0,Bathroom,No,No,
D1599,1/3/2025 3:06,No Movement,No,-,0,Kitchen,No,No,
D1600,1/18/2025 12:18,Walking,No,-,0,Living Room,No,No,
D1601,1/18/2025 0:17,Sitting,No,-,0,Bathroom,No,No,
D1602,1/10/2025 8:38,Sitting,No,-,0,Living Room,No,No,
D1603,1/26/2025 8:36,Sitting,No,-,0,Living Room,No,No,
D1604,1/4/2025 12:27,Walking,No,-,0,Kitchen,No,No,
D1605,1/13/2025 23:16,Walking,No,-,0,Bathroom,No,No,
D1606,1/24/2025 9:31,No Movement,No,-,0,Kitchen,No,No,
D1607,1/10/2025 20:20,Walking,No,-,0,Bedroom,No,No,
D1608,1/28/2025 20:01,Walking,No,-,0,Bedroom,No,No,
D1609,1/29/2025 12:16,Walking,No,-,0,Bathroom,No,No,
D1610,1/24/2025 12:13,No Movement,No,-,0,Kitchen,No,No,
D1611,1/14/2025 16:38,Sitting,No,-,0,Bathroom,No,No,
D1612,1/11/2025 20:54,Walking,No,-,0,Living Room,No,No,
D1613,1/4/2025 3:06,Lying,No,-,0,Living Room,No,No,
D1614,1/28/2025 11:31,Walking,No,-,0,Bathroom,No,No,
D1615,1/7/2025 23:22,Sitting,No,-,0,Bathroom,No,No,
D1616,1/16/2025 2:08,Lying,No,-,0,Bathroom,No,No,
D1617,1/19/2025 17:36,No Movement,No,-,0,Bathroom,No,No,
D1618,1/19/2025 2:36,Lying,No,-,0,Living Room,No,No,
D1619,1/12/2025 16:53,Lying,No,-,0,Bedroom,No,No,
D1620,1/6/2025 23:56,No Movement,No,-,0,Bedroom,No,No,
D1621,1/25/2025 23:13,Lying,No,-,0,Bedroom,No,No,
D1622,1/30/2025 3:23,Walking,No,-,0,Bathroom,No,No,
D1623,1/16/2025 2:45,Sitting,No,-,0,Bathroom,No,No,
D1624,1/15/2025 13:01,No Movement,No,-,0,Living Room,No,No,
D1625,1/3/2025 19:23,Sitting,No,-,0,Kitchen,No,No,
D1626,1/8/2025 1:48,Walking,No,-,0,Bathroom,No,No,
D1627,1/6/2025 0:23,Walking,No,-,0,Bathroom,No,No,
D1628,1/28/2025 23:01,Walking,No,-,0,Bedroom,No,No,
D1629,1/30/2025 10:16,No Movement,Yes,High,504,Living Room,Yes,Yes,
D1630,1/21/2025 6:44,Walking,No,-,0,Bedroom,No,No,
D1631,1/22/2025 5:14,Sitting,No,-,0,Bathroom,No,No,
D1632,1/17/2025 6:49,Sitting,No,-,0,Bathroom,No,No,
D1633,1/12/2025 7:28,Sitting,No,-,0,Living Room,No,No,
D1634,1/12/2025 14:55,Walking,No,-,0,Living Room,No,No,
D1635,1/2/2025 23:51,Lying,No,-,0,Living Room,No,No,
D1636,1/5/2025 1:21,Sitting,No,-,0,Kitchen,No,No,
D1637,1/10/2025 0:47,Walking,No,-,0,Living Room,No,No,
D1638,1/9/2025 7:11,No Movement,No,-,0,Kitchen,No,No,
D1639,1/17/2025 10:34,No Movement,Yes,High,583,Bathroom,Yes,Yes,
D1640,1/12/2025 13:57,Sitting,No,-,0,Kitchen,No,No,
D1641,1/26/2025 4:30,Walking,No,-,0,Kitchen,No,No,
D1642,1/23/2025 20:23,Sitting,No,-,0,Bathroom,No,No,
D1643,1/24/2025 11:57,Lying,No,-,0,Bedroom,No,No,
D1644,1/8/2025 7:50,Sitting,No,-,0,Bathroom,No,No,
D1645,1/15/2025 16:29,Walking,No,-,0,Living Room,No,No,
D1646,1/26/2025 9:22,Walking,No,-,0,Bathroom,No,No,
D1647,1/23/2025 5:09,No Movement,No,-,0,Bathroom,No,No,
D1648,1/1/2025 14:09,No Movement,No,-,0,Living Room,No,No,
D1649,1/12/2025 19:12,No Movement,No,-,0,Bathroom,No,No,
D1650,1/17/2025 1:06,Sitting,No,-,0,Living Room,No,No,
D1651,1/6/2025 19:22,No Movement,No,-,0,Bathroom,No,No,
D1652,1/13/2025 11:44,No Movement,No,-,0,Kitchen,No,No,
D1653,1/2/2025 9:28,Sitting,No,-,0,Bathroom,No,No,
D1654,1/6/2025 14:47,Walking,No,-,0,Living Room,No,No,
D1655,1/16/2025 5:23,Walking,No,-,0,Bathroom,No,No,
D1656,1/3/2025 20:43,Sitting,No,-,0,Living Room,No,No,
D1657,1/21/2025 7:10,No Movement,No,-,0,Bedroom,No,No,
D1658,1/24/2025 9:47,Lying,No,-,0,Bedroom,No,No,
D1659,1/16/2025 22:31,Sitting,No,-,0,Bathroom,No,No,
D1660,1/23/2025 10:19,No Movement,No,-,0,Bedroom,No,No,
D1661,1/25/2025 4:25,Lying,No,-,0,Bathroom,No,No,
D1662,1/1/2025 7:02,Sitting,No,-,0,Bathroom,No,No,
D1663,1/22/2025 22:46,Walking,No,-,0,Bedroom,No,No,
D1664,1/28/2025 1:21,Lying,No,-,0,Kitchen,No,No,
D1665,1/22/2025 6:12,No Movement,No,-,0,Bathroom,No,No,
D1666,1/8/2025 23:30,Lying,No,-,0,Bedroom,No,No,
D1667,1/1/2025 5:46,Lying,No,-,0,Bathroom,No,No,
D1668,1/27/2025 20:07,Sitting,No,-,0,Living Room,No,No,
D1669,1/10/2025 1:06,Walking,No,-,0,Living Room,No,No,
D1670,1/29/2025 13:08,Lying,No,-,0,Kitchen,No,No,
D1671,1/29/2025 10:21,No Movement,No,-,0,Bedroom,No,No,
D1672,1/25/2025 13:06,Lying,No,-,0,Bedroom,No,No,
D1673,1/26/2025 2:09,Sitting,No,-,0,Living Room,No,No,
D1674,1/8/2025 11:24,Walking,No,-,0,Bedroom,No,No,
D1675,1/17/2025 13:45,No Movement,No,-,0,Bedroom,No,No,
D1676,1/17/2025 1:08,Sitting,No,-,0,Living Room,No,No,
D1677,1/20/2025 10:19,Walking,No,-,0,Kitchen,No,No,
D1678,1/16/2025 21:31,Walking,No,-,0,Bathroom,No,No,
D1679,1/13/2025 7:40,Walking,No,-,0,Bathroom,No,No,
D1680,1/7/2025 19:48,Walking,No,-,0,Bedroom,No,No,
D1681,1/3/2025 18:59,Lying,No,-,0,Living Room,No,No,
D1682,1/11/2025 11:15,Sitting,No,-,0,Bedroom,No,No,
D1683,1/16/2025 12:10,Walking,No,-,0,Bedroom,No,No,
D1684,1/3/2025 15:43,Lying,No,-,0,Kitchen,No,No,
D1685,1/25/2025 11:31,Walking,No,-,0,Living Room,No,No,
D1686,1/25/2025 19:32,Walking,No,-,0,Bathroom,No,No,
D1687,1/1/2025 12:04,Sitting,No,-,0,Living Room,No,No,
D1688,1/5/2025 6:03,No Movement,No,-,0,Kitchen,No,No,
D1689,1/26/2025 5:19,Walking,No,-,0,Bathroom,No,No,
D1690,1/30/2025 16:31,No Movement,No,-,0,Living Room,No,No,
D1691,1/14/2025 14:42,Sitting,No,-,0,Kitchen,No,No,
D1692,1/13/2025 8:11,No Movement,Yes,High,532,Bathroom,Yes,Yes,
D1693,1/2/2025 5:02,Lying,No,-,0,Bedroom,No,No,
D1694,1/28/2025 18:05,Sitting,No,-,0,Kitchen,No,No,
D1695,1/1/2025 6:59,Walking,No,-,0,Bedroom,No,No,
D1696,1/26/2025 11:27,Walking,No,-,0,Bathroom,No,No,
D1697,1/11/2025 17:00,Walking,No,-,0,Bedroom,No,No,
D1698,1/20/2025 9:03,Walking,No,-,0,Bathroom,No,No,
D1699,1/22/2025 3:32,Sitting,No,-,0,Bathroom,No,No,
D1700,1/3/2025 14:59,Walking,No,-,0,Bedroom,No,No,
D1701,1/21/2025 15:08,No Movement,No,-,0,Bedroom,No,No,
D1702,1/21/2025 19:06,Walking,No,-,0,Bedroom,No,No,
D1703,1/4/2025 11:12,No Movement,No,-,0,Living Room,No,No,
D1704,1/12/2025 20:06,No Movement,No,-,0,Living Room,No,No,
D1705,1/22/2025 18:14,Lying,No,-,0,Living Room,No,No,
D1706,1/7/2025 19:00,No Movement,No,-,0,Living Room,No,No,
D1707,1/1/2025 12:54,Walking,No,-,0,Kitchen,No,No,
D1708,1/8/2025 8:41,Sitting,No,-,0,Bathroom,No,No,
D1709,1/1/2025 15:14,Lying,No,-,0,Kitchen,No,No,
D1710,1/16/2025 13:05,Walking,No,-,0,Bathroom,No,No,
D1711,1/6/2025 14:03,Sitting,No,-,0,Living Room,No,No,
D1712,1/5/2025 16:04,No Movement,No,-,0,Kitchen,No,No,
D1713,1/11/2025 16:13,Sitting,No,-,0,Kitchen,No,No,
D1714,1/23/2025 23:20,No Movement,No,-,0,Bedroom,No,No,
D1715,1/29/2025 21:31,No Movement,No,-,0,Living Room,No,No,
D1716,1/4/2025 22:32,No Movement,Yes,High,259,Bathroom,Yes,Yes,
D1717,1/25/2025 9:20,Lying,No,-,0,Bathroom,No,No,
D1718,1/8/2025 3:19,Lying,No,-,0,Bathroom,No,No,
D1719,1/11/2025 3:32,No Movement,No,-,0,Bedroom,No,No,
D1720,1/30/2025 5:32,No Movement,No,-,0,Bedroom,No,No,
D1721,1/16/2025 4:17,Walking,No,-,0,Bedroom,No,No,
D1722,1/21/2025 16:45,Lying,No,-,0,Bedroom,No,No,
D1723,1/9/2025 9:26,Walking,No,-,0,Bedroom,No,No,
D1724,1/10/2025 2:06,No Movement,No,-,0,Living Room,No,No,
D1725,1/22/2025 17:29,Walking,No,-,0,Living Room,No,No,
D1726,1/3/2025 13:38,Sitting,No,-,0,Living Room,No,No,
D1727,1/3/2025 0:17,No Movement,No,-,0,Bedroom,No,No,
D1728,1/24/2025 11:52,Walking,No,-,0,Bathroom,No,No,
D1729,1/7/2025 21:16,No Movement,Yes,High,290,Bedroom,Yes,Yes,
D1730,1/20/2025 18:37,No Movement,Yes,Low,516,Bedroom,No,No,
D1731,1/11/2025 17:45,Lying,No,-,0,Bedroom,No,No,
D1732,1/6/2025 7:39,Lying,No,-,0,Living Room,No,No,
D1733,1/5/2025 10:16,Walking,No,-,0,Bathroom,No,No,
D1734,1/29/2025 6:36,No Movement,No,-,0,Living Room,No,No,
D1735,1/24/2025 5:54,Sitting,No,-,0,Bathroom,No,No,
D1736,1/21/2025 12:20,No Movement,No,-,0,Living Room,No,No,
D1737,1/20/2025 4:51,Sitting,No,-,0,Living Room,No,No,
D1738,1/6/2025 0:33,No Movement,No,-,0,Bedroom,No,No,
D1739,1/19/2025 22:47,Walking,No,-,0,Living Room,No,No,
D1740,1/23/2025 10:09,Walking,No,-,0,Kitchen,No,No,
D1741,1/13/2025 11:35,Lying,No,-,0,Living Room,No,No,
D1742,1/22/2025 13:57,No Movement,No,-,0,Living Room,No,No,
D1743,1/3/2025 13:16,Walking,No,-,0,Bedroom,No,No,
D1744,1/12/2025 6:28,Lying,No,-,0,Living Room,No,No,
D1745,1/30/2025 8:36,Sitting,No,-,0,Living Room,No,No,
D1746,1/27/2025 3:11,Sitting,No,-,0,Kitchen,No,No,
D1747,1/16/2025 8:46,Walking,No,-,0,Living Room,No,No,
D1748,1/2/2025 20:26,Lying,No,-,0,Bedroom,No,No,
D1749,1/29/2025 17:31,No Movement,No,-,0,Bathroom,No,No,
D1750,1/11/2025 3:01,Walking,No,-,0,Bathroom,No,No,
D1751,1/7/2025 21:30,Sitting,No,-,0,Kitchen,No,No,
D1752,1/22/2025 12:19,Walking,No,-,0,Bedroom,No,No,
D1753,1/13/2025 19:21,Walking,No,-,0,Bedroom,No,No,
D1754,1/20/2025 20:38,No Movement,No,-,0,Living Room,No,No,
D1755,1/19/2025 14:38,Sitting,No,-,0,Living Room,No,No,
D1756,1/27/2025 5:39,Lying,No,-,0,Living Room,No,No,
D1757,1/22/2025 4:30,Lying,No,-,0,Living Room,No,No,
D1758,1/7/2025 19:55,No Movement,No,-,0,Bathroom,No,No,
